study;version;doi;field_start;field_end;id;lastname;firstname;gender;state;party;district_name;district_number;incumbent;list_place;isListed;isDC;screen_name1;screen_name2;user_id1;user_id2;change_v2
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4684;"Bandte";"Pius";"m";"BY";"GRÜNE";"Oberallgäu";256;0;34;1;1;"pbandte";"";"1411720311360442370";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1059;"Bank";"Tobias";"m";"BB";"DIE LINKE";"Brandenburg an der Havel  Potsdam-Mittelmark I  Havelland III  Teltow-Fläming I";60;0;6;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4461;"Bär";"Dorothee Gisela Renate Maria";"w";"BY";"CSU";"Bad Kissingen";248;1;2;1;1;"dorobaer";"";"140821364";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4689;"Bär";"Karl";"m";"BY";"GRÜNE";"Bad Tölz-Wolfratshausen  Miesbach";223;0;12;1;1;"karlbaer";"";"33172351";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11494;"Baradari";"Nezahat";"w";"NW";"SPD";"Olpe  Märkischer Kreis I";149;1;26;1;1;"nbaradari";"";"2773426719";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3169;"Bareiß";"Thomas";"m";"BW";"CDU";"Zollernalb  Sigmaringen";295;1;;0;1;"thomas_bareiss";"";"2797812265";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3460;"Bärmann";"Simon";"m";"BW";"DIE LINKE";"Offenburg";284;0;;0;1;"simonbaermann";"";"2197566851";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4746;"Barrientos Krauss";"Simone Anita";"w";"BY";"DIE LINKE";"Würzburg";251;1;5;1;1;"sbarrientosk";"";"176104376";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9140;"Barsch";"Johannes";"m";"MV";"SPD";"";;0;9;1;0;"johannesbarsch";"";"1487766242";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7051;"Bärsch";"Gerhard Walter";"m";"HE";"AfD";"";;0;11;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9150;"Bartelt";"Christian";"m";"MV";"FDP";"Mecklenburgische Seenplatte I  Vorpommern-Greifswald II";16;0;2;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4450;"Barth";"Birgit Monika";"w";"BY";"CSU";"";;0;50;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8079;"Bartke";"Matthias";"m";"HH";"SPD";"Hamburg-Altona";19;1;4;1;1;"matthiasbartke";"";"3376953843";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6923;"Bartol";"Sören";"m";"HE";"SPD";"Marburg";171;1;5;1;1;"soerenbartol";"";"57293969";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9164;"Bartsch";"Dietmar Gerhard";"m";"MV";"DIE LINKE";"Rostock  Landkreis Rostock II";14;1;1;1;1;"dietmarbartsch";"";"2320519958";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10241;"Bartz";"Alexander";"m";"NI";"SPD";"Cloppenburg  Vechta";32;0;25;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11495;"Bas";"Bärbel";"w";"NW";"SPD";"Duisburg I";115;1;12;1;1;"baerbelbas";"";"19438957";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15017;"Bastian";"Eva Marianne";"w";"SL";"CDU";"";;0;17;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11785;"Bauer";"Detlef";"m";"NW";"AfD";"Bottrop  Recklinghausen III";125;0;;0;1;"detlefbauer_afd";"";"3627640695";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3170;"Bauer";"Ingrid";"w";"BW";"CDU";"";;0;59;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4685;"Bauer";"Susanne Iris";"w";"BY";"GRÜNE";"Bayreuth";237;0;32;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4613;"Bauer";"Nicole Anna Elisabeth";"w";"BY";"FDP";"Landshut";228;1;7;1;1;"nicole_ae_bauer";"";"1061873979760263168";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3425;"Bäuerle";"Verena";"w";"BW";"AfD";"Rastatt";273;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18252;"Bauernfeind";"Franca Helene";"w";"TH";"CDU";"";;0;9;1;0;"francabauernfnd";"";"1318140644666318848";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12903;"Baum";"Natalie";"w";"RP";"CDU";"";;0;36;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3421;"Baum";"Christina";"w";"BW";"AfD";"Odenwald  Tauber";276;0;8;1;1;"drchristinabaum";"";"955899834325700609";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4790;"Baumann";"Jörg Anton";"m";"BY";"AfD";"Aschaffenburg";247;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8125;"Baumann";"Bernd";"m";"HH";"AfD";"Hamburg-Altona";19;1;1;1;1;"berndbaumannafd";"";"3043727333";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15061;"Baumeister";"Mark";"m";"SL";"DIE LINKE";"Saarbrücken";296;0;;0;1;"markbaumeister";"";"73063590";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10242;"Baumgarten";"Louisa-Bärbel";"w";"NI";"SPD";"";;0;60;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3171;"Baumgartner";"Roman Albert";"m";"BW";"CDU";"";;0;14;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4838;"Baumgartner";"Ludwig";"m";"BY";"DIE LINKE";"Kulmbach";240;0;;0;1;"";"";"";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4451;"Baur";"Konrad Michael";"m";"BY";"CSU";"";;0;25;1;0;"kommtzeitkonrad";"";"971041934";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4614;"Baur";"Mathias Eduard Josef";"m";"BY";"FDP";"";;0;50;1;0;"mathiasbaur";"";"131951266";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3258;"Bausch";"Ulrich Matthias";"m";"BW";"SPD";"Reutlingen";289;0;35;1;1;"bauschulrich";"";"1376235556934447111";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4686;"Bause";"Margarete Herta Maria";"w";"BY";"GRÜNE";"";;1;22;1;0;"margaretebause";"";"480623844";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17244;"Bausemer";"Arno";"m";"ST";"AfD";"Altmark";66;0;3;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4615;"Bayer";"Daniel Rene";"m";"BY";"FDP";"Fürth";243;0;38;1;1;"real_dbayer";"";"908656039427547136";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2125;"Bayram";"Canan";"w";"BE";"GRÜNE";"Berlin-Friedrichshain-Kreuzberg  Prenzlauer Berg Ost";83;1;;0;1;"lieblingxhain";"";"587862375";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12895;"Bechberger";"Harald";"m";"RP";"AfD";"Mosel/Rhein-Hunsrück";200;0;;0;1;"donnerwetterli";"";"2743298733";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4687;"Beck";"Armin";"m";"BY";"GRÜNE";"Main-Spessart";249;0;56;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8104;"Beck";"Katharina Barbara Maria";"w";"HH";"GRÜNE";"Hamburg-Nord";21;0;1;1;1;"kathabeck";"";"36052322";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11642;"Beck";"Sabine";"w";"NW";"GRÜNE";"";;0;53;1;0;"vdbine";"";"237301726";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11764;"Beckamp";"Roger Friedrich Nikolaus";"m";"NW";"AfD";"Rhein-Sieg-Kreis II";98;0;8;1;1;"rogerbeckamp";"";"4755310637";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15070;"Becker";"Carsten Roland";"m";"SL";"AfD";"Saarlouis";297;0;2;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18269;"Becker";"Holger";"m";"TH";"SPD";"Jena  Sömmerda  Weimarer Land I";191;0;5;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6924;"Becker";"Lukas";"m";"HE";"SPD";"";;0;39;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9172;"Beckmann";"Steffen";"m";"MV";"AfD";"Schwerin  Ludwigslust-Parchim I  Nordwestmecklenburg I";12;0;6;1;1;"afdsteffen";"";"1415598567134318592";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10336;"Beckmann";"Sina Maria";"w";"NI";"GRÜNE";"Friesland  Wilhelmshaven  Wittmund";26;0;21;1;1;"sinabeckmann4";"";"1172970202205757440";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10243;"Beckord";"Heike";"w";"NI";"SPD";"";;0;50;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13965;"Bedarff";"Hildegard";"w";"SH";"GRÜNE";"";;0;23;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10309;"Beeck";"Jens";"m";"NI";"FDP";"Mittelems";31;1;2;1;1;"jensbeeck";"";"179216369";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11575;"Beek";"Olaf Karl Wilhelm";"m";"NW";"FDP";"Bochum I";140;1;17;1;1;"olafinderbeek";"";"913327957602693121";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10183;"Beermann";"Maik";"m";"NI";"CDU";"Nienburg II  Schaumburg";40;1;25;1;1;"maikbeermann";"";"569257486";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16131;"Beese";"Karin";"w";"SN";"GRÜNE";"Meißen";155;0;15;1;1;"karin_beese";"";"320371157";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6872;"Behschad";"Maik Fariborz";"m";"HE";"CDU";"";;0;29;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10374;"Bei der Wieden";"Claudia";"w";"NI";"GRÜNE";"Salzgitter  Wolfenbüttel";49;0;25;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11717;"Bell";"Thomas";"m";"NW";"DIE LINKE";"";;0;22;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16075;"Bellmann";"Veronika Maria";"w";"SN";"CDU";"Mittelsachsen";161;1;10;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6977;"Belz";"Bastian Alexander";"m";"HE";"FDP";"Schwalm-Eder";170;0;14;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18278;"Bender";"Leon Dustin";"m";"TH";"FDP";"Eisenach  Wartburgkreis  Unstrut-Hainich-Kreis";190;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12848;"Bendig";"Susanne";"w";"RP";"GRÜNE";"Pirmasens";210;0;;0;1;"";"";"";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10184;"Benecke";"Heike";"w";"NI";"CDU";"";;0;61;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11643;"Benner";"Lukas";"m";"NW";"GRÜNE";"Aachen II";88;0;26;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12849;"Benze";"Christoph";"m";"RP";"GRÜNE";"Kreuznach";201;0;10;1;1;"chr_benze";"";"3899440337";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10185;"Berg";"Maria";"w";"NI";"CDU";"";;0;42;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10244;"Berg";"Sonja";"w";"NI";"SPD";"";;0;44;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11829;"Bergen";"Ilja";"m";"NW";"DIE LINKE";"Bonn";96;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17207;"Berger";"Maik";"m";"ST";"SPD";"Harz";68;0;5;1;1;"maik_berger_spd";"";"1014908881120751616";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11496;"Berghahn";"Jürgen";"m";"NW";"SPD";"Lippe I";135;0;46;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10186;"Berghegger";"André";"m";"NI";"CDU";"Osnabrück-Land";38;1;22;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7065;"Bergmann";"Gerhard Rudolf";"m";"HE";"AfD";"Main-Taunus";181;0;;0;1;"";"";"";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13933;"Bergt";"Bengt Axel";"m";"SH";"SPD";"Segeberg  Stormarn-Mitte";8;0;9;1;1;"";"";"";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8080;"Berisha";"Dafina";"w";"HH";"SPD";"";;0;9;1;0;"";"";"";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12822;"Berlingen";"Ralf Markus";"m";"RP";"FDP";"Bitburg";202;0;15;1;1;"berlingenralf";"";"1367890365475414018";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3422;"Bernhard";"Marc Albert";"m";"BW";"AfD";"Karlsruhe-Stadt";271;1;6;1;1;"marcbernhardafd";"";"805823950253150208";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16151;"Bernhardt";"Sebastian";"m";"SN";"DIE LINKE";"Chemnitzer Umland  Erzgebirgskreis II";163;0;;0;1;"sebbib86";"";"1095409002249445376";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4791;"Bernshausen";"Horst Joachim";"m";"BY";"AfD";"Traunstein";225;0;24;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13896;"Bernstein";"Melanie";"w";"SH";"CDU";"Plön  Neumünster";6;1;6;1;1;"mela_bernstein";"";"17836553";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17194;"Bernstiel";"Christoph";"m";"ST";"CDU";"Halle";72;1;4;1;1;"c_bernstiel";"";"830085678063030273";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";8081;"Bernzen";"Christian Hinrich Gottfried";"m";"HH";"SPD";"";;0;8;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10187;"Bertram";"Ute";"w";"NI";"CDU";"Hildesheim";48;0;14;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";5840;"Besecke";"Lizza";"w";"HB";"SPD";"";;0;5;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3393;"Besli";"Anil";"m";"BW";"DIE LINKE";"Esslingen";261;0;16;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11577;"Besser";"Cornelia";"w";"NW";"FDP";"Leverkusen  Köln IV";101;0;32;1;1;"bessercornelia";"";"995638394054201344";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4792;"Beßler";"Christian Burkhard";"m";"BY";"AfD";"Erlangen";242;0;17;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18279;"Bethge";"Sebastian";"m";"TH";"FDP";"";;0;11;1;0;"sebbet_wak";"";"1444618765";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6925;"Bethke";"Cornelia";"w";"HE";"SPD";"";;0;44;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13990;"Beutin";"Lorenz Gösta";"m";"SH";"DIE LINKE";"Kiel";5;1;2;1;1;"lgbeutin";"";"136266976";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11410;"Beyer";"Peter";"m";"NW";"CDU";"Mettmann II";105;1;28;1;1;"peter_beyer";"";"445375409";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4452;"Bezold";"Nina";"w";"BY";"CSU";"";;0;54;1;0;"ninabezold";"";"781579982313250816";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3172;"Biadacz";"Marc Josef";"m";"BW";"CDU";"Böblingen";260;1;;0;1;"mbiadaczmdb";"";"935815000006053888";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4793;"Biedermann";"Wilfried";"m";"BY";"AfD";"München-Ost";218;0;;0;1;"";"";"";"";0
